,transaction_count,transaction_per_day,time_interval_mean(min),time_interval_median(min),time_interval_std(min),send_count,receive_count,send_value_mean(eth),receive_value_mean(eth),average_gas
36,0.005501100220044008,3.0000030000030005e-05,0.00023811469210938718,2.923865772423205e-06,0.0009668760726872535,0.0045000000000000005,0.0012001200120012002,7.909473439988189e-06,2.7971837138256545e-06,0.01785195140534587
37,0.0014002800560112022,9.000009000009e-06,1.2293526543143021e-05,2.677045934491376e-06,3.301583974216201e-05,0.0014,0.00020002000200020003,3.90591280987071e-06,5.288788447417538e-08,0.015489827578014391
38,0.006701340268053611,0.0034500034500034504,1.0233530203481217e-05,2.5916082982842042e-06,3.2278879033631615e-05,0.0059,0.001000100010001,1.9529564049353552e-07,2.199733869910744e-07,0.017857486160849294
39,0.0,0.0,0.0,0.0,0.0,0.0001,0.00010001000100010001,9.764782024676776e-08,4.6633715842155895e-08,0.02019374576996015
40,0.005901180236047209,7.2000072000072e-05,0.0019827322373184514,0.00029074427601300483,0.005045675187024251,0.0047,0.0014001400140014,0.0,1.7296159077363677e-08,0.015603873492711202
41,0.02000400080016003,0.0004800004800004801,3.5693945793218344e-06,2.050503268972118e-06,7.53337613164411e-06,0.0187,0.0015001500150015003,0.0,6.205511778303244e-08,0.028784029503553958
42,0.011302260452090419,0.000207000207000207,0.0002217391451696793,3.977596618978321e-06,0.0007692395875640337,0.010700000000000001,0.0008000800080008001,5.858869214806066e-07,6.180711393186048e-07,0.03304910460666062
43,0.09321864372874575,0.00043500043500043504,4.363015288979562e-05,1.2037213634521506e-05,0.0001528620278538394,0.0873,0.006100610061006101,1.9529564049353552e-07,2.3083244617088825e-07,0.025648443874162874
44,0.00040008001600320064,0.0,5.249668091396209e-06,3.4934500138043488e-06,7.877291128958297e-06,0.0005,0.00010001000100010001,5.858869214806066e-07,1.7629294824725127e-07,0.016299243451337504
45,0.015003000600120024,5.700005700005701e-05,0.00018696602723336045,8.239985358647214e-06,0.000835762574187378,0.0149,0.00030003000300030005,3.9059128098707104e-07,2.7366564447550384e-06,0.04904999540902327
46,0.06851370274054812,0.002943002943002943,6.0309478091573446e-05,4.2063796225997475e-05,9.228385761264035e-05,0.06860000000000001,0.00010001000100010001,0.0,1.110645573957683e-06,0.07561669702826371
47,0.033706741348269655,0.000111000111000111,2.754889114146799e-05,5.619897848293953e-06,8.845166192828226e-05,0.028800000000000003,0.0051005100510051,2.050604225182123e-06,2.944194140657977e-06,0.02443761782999958
48,0.03640728145629126,0.000108000108000108,4.620277504670045e-05,1.8226695724196602e-06,0.00021380048999698666,0.0349,0.0017001700170017002,9.764782024676776e-08,2.936678627009198e-07,0.02650539499824707
49,0.0019003800760152032,6.000006000006e-06,0.001033795398106776,4.950636364671108e-05,0.002514657329647438,0.0015,0.0006000600060006001,2.1873111735275982e-05,1.4909382578418844e-05,0.014607717339849249
50,0.000600120024004801,0.0,2.952344984492262e-06,3.075754903458177e-06,2.8004506924155277e-06,0.0005,0.00030003000300030005,8.885951642455866e-06,5.312299462638953e-06,0.013300572822235169
51,0.00040008001600320064,0.0018000018000018001,1.0698690667275818e-05,1.1087906565552932e-05,1.4984867740118176e-05,0.0005,0.00010001000100010001,1.9529564049353552e-07,3.032238709852722e-07,0.026044444086692493
52,0.0003000600120024005,0.0,1.549269136556711e-05,1.9555725620752607e-05,1.3609207750861425e-05,0.00030000000000000003,0.00020002000200020003,9.764782024676776e-08,1.5896262863345866e-07,0.014933731286621933
53,0.0003000600120024005,0.0,2.46819837931829e-06,2.249857753455518e-06,1.1955140382826523e-06,0.0004,0.00010001000100010001,9.764782024676776e-08,9.881460671201509e-08,0.016266190914808038
54,0.00040008001600320064,1.5000015000015002e-05,2.7340043586294905e-05,7.442567420713612e-06,6.70798013809006e-05,0.0005,0.00010001000100010001,9.764782024676776e-07,1.0577576894835077e-07,0.01474052651249284
55,0.0014002800560112022,6.000006000006e-06,0.006941181399167171,2.3998482703525527e-05,0.02312078294705674,0.0014,0.00020002000200020003,0.00027116799682527407,0.00040877045910090153,0.014767800938992798
56,0.0026005201040208044,1.5000015000015002e-05,0.0008025157168939626,1.265426322935108e-05,0.0029136314803411634,0.0021000000000000003,0.0007000700070007,1.9529564049353552e-07,7.051717929890051e-09,0.031507572241273034
57,0.00040008001600320064,0.0018000018000018001,0.0004211885603599765,7.660908046576385e-06,0.0008893314292452211,0.0004,0.00020002000200020003,7.811825619741421e-07,5.64137434391204e-07,0.017305832649522717
58,0.0633126625325065,0.003228003228003228,6.55971184657284e-06,4.613632355187265e-06,1.046484206113171e-05,0.0629,0.0006000600060006001,0.0,2.61188723202485e-07,0.014717582548585188
59,0.056111222244448894,0.00042300042300042303,1.1002468929345762e-05,2.1644201172483463e-06,3.8665871840895095e-05,0.0488,0.007500750075007501,1.9529564049353552e-07,3.823834709502272e-07,0.024573553172324365
60,0.004100820164032806,0.000123000123000123,0.0006838523332728909,2.39510173500771e-05,0.0023355922543791844,0.0039000000000000003,0.00040004000400040005,1.0741260227144454e-06,3.6113610448449425e-06,0.034868685117744436
61,0.03600720144028806,0.00013500013500013501,9.026960918822161e-05,7.4615535620929845e-06,0.00031371598516907517,0.0352,0.001000100010001,1.9529564049353552e-07,2.585790921852418e-07,0.026151420240413677
62,0.00040008001600320064,3.9000039000039003e-05,1.1591039312106277e-05,4.850959122429409e-06,2.3337089103462734e-05,0.0005,0.00010001000100010001,1.9529564049353552e-07,3.173273068450523e-07,0.013491930597909905
63,0.04140828165633127,0.000213000213000213,6.184735554330254e-05,4.082020396564864e-06,0.000254709997772741,0.0375,0.004100410041004101,1.9529564049353552e-07,3.8610686114929575e-07,0.027136138730549854
64,0.05411082216443289,0.00036000036000036,7.333397107782226e-05,8.372888348302814e-06,0.0002716109633550382,0.0446,0.009700970097009702,8.397712541222027e-06,7.4171739329351724e-06,0.020179743524921048
65,0.07271454290858172,0.0031230031230031234,6.13347297260595e-05,4.207328929668716e-05,9.863809661063582e-05,0.0728,0.00010001000100010001,0.0,1.1635334584318585e-06,0.07539218063844558
66,0.0025005001000200037,0.001158001158001158,0.00037206191954085283,9.741789141755497e-05,0.0008898063594796076,0.0025,0.00020002000200020003,0.0,4.7435460912194744e-08,0.048489163064161706
67,0.03460692138427686,0.00019500019500019502,6.495158965882978e-05,3.797228275874292e-06,0.00021376773618771863,0.0346,0.00020002000200020003,9.764782024676776e-08,4.7767067947847826e-08,0.024278102058083544
68,0.007801560312062412,0.000246000246000246,0.00021197077542999267,1.5198406174186855e-05,0.0006411066857075478,0.0068000000000000005,0.0012001200120012002,9.276542923442937e-06,1.582367245840807e-05,0.029659544210076355
69,0.034906981396279256,9.000009000009e-05,0.0005961553462415742,2.4273781753526415e-05,0.0018357199942353297,0.022600000000000002,0.012501250125012502,9.803841152775482e-05,6.401914056169813e-05,0.0130959615846785
70,0.0005001000200040008,4.8000048000048e-05,0.0001711695576057234,5.809759262087667e-06,0.0005740760150405493,0.0005,0.00020002000200020003,2.5388433264159618e-06,2.993456729339602e-07,0.014582907657908307
71,0.000600120024004801,6.3000063000063e-05,0.0019677141994873686,0.0003743497495770671,0.006322909979430608,0.0004,0.00040004000400040005,5.0776866528319235e-06,1.8707825729325928e-06,0.013173903671480375
72,0.03400680136027206,0.00015600015600015601,9.157015987270856e-05,6.95842081553964e-06,0.00034907372227390045,0.0328,0.0014001400140014,1.3670694834547489e-06,6.857546274608629e-06,0.05072650841821025
73,0.10412082416483297,0.000444000444000444,1.3033986056938508e-05,3.4364915896662345e-06,4.485634179255047e-05,0.09720000000000001,0.007100710071007101,3.9059128098707104e-07,7.69383646843644e-07,0.02891585901823359
74,0.00040008001600320064,0.0006000006000006,0.00021662238006793868,0.00014989558619013768,0.0004010703944868788,0.0005,0.00010001000100010001,1.044831676640415e-05,1.7621227236310256e-05,0.02051062456221535
75,0.004200840168033606,0.00036600036600036603,8.675717303303789e-05,2.5441429448357757e-06,0.00029945170123285336,0.0041,0.00030003000300030005,2.050604225182123e-06,8.254035836936304e-06,0.030909369377008986
76,0.07561512302460492,0.0032490032490032493,5.598063785707675e-05,3.980444540185227e-05,9.221834999410431e-05,0.0757,0.00010001000100010001,0.0,1.1635334584318585e-06,0.0755241661496163
77,0.01940388077615523,6.000006000006001e-05,0.0016195083665896959,0.0004464496214652302,0.004249888637048489,0.018000000000000002,0.0016001600160016002,9.764782024676776e-08,2.5143366989554283e-07,0.026527390503488978
78,0.012702540508101622,6.3000063000063e-05,0.0009133852894788022,2.096070008282609e-05,0.003362604320882519,0.010700000000000001,0.0022002200220022,3.90591280987071e-06,5.81641653536072e-06,0.024807866141782153
79,0.00010002000400080016,0.0,9.625973679341332e-06,9.625973679341332e-06,1.4509937505731915e-05,0.0001,0.00020002000200020003,3.710617169377175e-06,6.643364051025858e-07,0.01564644805505603
80,0.00010002000400080016,0.0,1.1799886867279363e-05,1.1799886867279363e-05,1.3478192513789354e-05,0.0002,0.00010001000100010001,2.6364911466627295e-06,9.664122035209874e-07,0.015647277956388563
81,0.0022004400880176033,2.7000027000027e-05,0.001110584846915644,7.290678289678641e-06,0.0038543863901371734,0.002,0.00040004000400040005,0.0,2.996980120203272e-08,0.012880524190641066
82,0.012902580516103221,0.00045600045600045606,5.84773154484641e-06,2.1739131879380324e-06,1.647516606181299e-05,0.0126,0.0005000500050005,2.050604225182123e-06,3.5813440676499587e-06,0.039293787661257865
83,0.06561312262452491,0.000144000144000144,0.0016939245477261425,0.001281555050036884,0.003177905590420166,0.038700000000000005,0.027302730273027303,1.1131851508131523e-05,5.423822810420606e-06,0.04525004568357241
84,0.000600120024004801,0.0004800004800004801,0.000277359046340548,7.243212936230212e-06,0.0007468523589293435,0.0007,0.00010001000100010001,0.0,3.525858964945025e-08,0.019882844763243035
85,0.04880976195239048,0.00016800016800016802,0.00017795710314884872,9.312702346581701e-06,0.0006191288796887078,0.0459,0.0031003100310031005,1.9529564049353552e-07,3.587762607277429e-07,0.018704453509504542
86,0.028005601120224044,0.000171000171000171,3.591228641908112e-05,5.676856272432067e-06,0.00011588297719024723,0.024800000000000003,0.0034003400340034003,2.929434607403033e-06,3.1902698677316648e-06,0.028729911200869415
87,0.07271454290858172,0.0031230031230031234,6.208468231054468e-05,4.198785166047998e-05,9.88018656569759e-05,0.0728,0.00010001000100010001,0.0,1.1635334584318585e-06,0.07533135448664473
88,0.007501500300060012,0.000138000138000138,0.00015618949205739932,1.0394912405205875e-05,0.0005941704770264782,0.007200000000000001,0.0006000600060006001,4.882391012338388e-07,1.1392019053121222e-06,0.0342059621047708
89,0.36357271454290857,0.0008700008700008701,1.3641542581078395e-05,2.9808241965613194e-06,4.171197610282076e-05,0.3557,0.009700970097009702,3.9937958480928016e-05,6.176219459662196e-05,0.062080394788431796
90,0.012902580516103221,6.9000069000069e-05,0.0011587621806657992,8.277957641405957e-06,0.0040833846476345205,0.012,0.0011001100110011,4.882391012338388e-06,3.6282045795620454e-06,0.015133924703551287
91,0.09821964392878577,0.000261000261000261,0.00014666794215564453,6.69261483622844e-06,0.0005175265633393163,0.0911,0.008600860086008601,1.0643612406897686e-05,2.2417863441516808e-05,0.05253415207779683
92,0.04990998199639928,0.000273000273000273,5.8192523327773524e-06,1.9460794913855746e-06,1.5901974399622677e-05,0.0483,0.0018001800180018003,1.3670694834547489e-06,3.960625070944917e-06,0.030270881978889122
93,0.00010002000400080016,0.0,4.53768778966978e-06,4.53768778966978e-06,4.1106030631362426e-06,0.0002,0.00010001000100010001,0.0,3.525858964945025e-08,0.019203792037583427
94,0.00020004000800160032,9.9000099000099e-05,0.005573419774197251,2.5678756215599902e-05,0.013556916294365035,0.0002,0.00020002000200020003,5.858869214806066e-07,2.213962826349676e-07,0.013942186390036217
95,0.0068013602720544105,1.5000015000015002e-05,0.007842643391859729,0.003895291696098746,0.016149134644359138,0.0054,0.0016001600160016002,4.882391012338388e-07,6.325647026582086e-07,0.017060593685829867
96,0.05691138227645529,0.00018000018000018,3.142206398285977e-06,1.3480160379353737e-06,9.482227783091173e-06,0.0494,0.0077007700770077014,4.394151911104549e-06,7.330305558745199e-06,0.037433367268810004
97,0.0026005201040208044,5.4000054000054e-05,0.0019279382332975854,0.00043446936625484686,0.005914093309051843,0.0025,0.00030003000300030005,9.764782024676776e-08,1.8804581146373468e-08,0.01458785586660528
98,0.013402680536107223,3.3000033000033e-05,0.002167192093889735,0.0003524112632132034,0.005632950987199812,0.0119,0.0017001700170017002,2.929434607403033e-07,5.745677610454896e-07,0.024703766563356433
99,0.0640128025605121,0.00032100032100032105,0.000277026788866409,2.616290282077387e-05,0.000804630078478127,0.061500000000000006,0.0031003100310031005,9.764782024676776e-08,1.5473020857335506e-07,0.022727434538178472
100,0.000600120024004801,0.000801000801000801,1.2730207794868565e-05,1.9840517741443174e-06,4.3447927994025705e-05,0.0007,0.00010001000100010001,8.788303822209098e-07,2.1155153789670153e-07,0.01736896130953189
101,0.010802160432086419,3.6000036000036e-05,0.0003989652818754222,8.932979518994273e-06,0.0012222739004546228,0.0105,0.0005000500050005,9.764782024676776e-08,8.008772151132178e-08,0.02991166573895554
102,0.14372874574914982,0.00047100047100047106,5.4680087172589805e-06,2.3732676724214326e-06,1.290500085159904e-05,0.1376,0.006500650065006501,2.929434607403033e-07,9.293308814815004e-07,0.04220565560286513
103,0.0003000600120024005,0.0,4.718056132773808e-06,2.7529905000088617e-06,5.404378529222948e-06,0.00030000000000000003,0.00020002000200020003,5.956517035052833e-06,1.6130804764623493e-06,0.012008609883132734
104,0.01260252050410082,5.700005700005701e-05,0.0007368426538627167,3.0168978651821254e-05,0.0022390012708478,0.0097,0.0032003200320032004,2.1482520454288907e-06,1.698169619400875e-06,0.013950267008274023
105,0.032906581316263256,9.3000093000093e-05,5.5866721008800526e-05,7.07233766381587e-06,0.00019730894703053967,0.0309,0.0022002200220022,9.764782024676776e-08,2.2594352545675005e-07,0.025177496707460063
106,0.00040008001600320064,0.00012000012000012002,0.000446848330434197,3.0928424306996107e-05,0.001272010559828108,0.0005,0.00010001000100010001,3.9059128098707104e-07,3.185579021409974e-07,0.017646840979017756
107,0.016803360672134424,8.400008400008401e-05,0.0001118378657951876,4.281374881048264e-06,0.00042704416523641696,0.0142,0.0029002900290029006,4.882391012338388e-07,3.751379969434788e-07,0.02197209952838205
108,0.051610322064412885,0.00015600015600015601,0.0007974179379336014,3.1535980831136e-05,0.0022608644385342016,0.050100000000000006,0.0018001800180018003,9.667134204430008e-06,2.3013348146788214e-05,0.057768608096036934
109,0.011602320464092819,0.000426000426000426,1.3223847470732222e-05,2.7340043586294902e-06,5.60745214668466e-05,0.0102,0.0016001600160016002,3.9059128098707104e-07,4.6560137145951785e-07,0.022931552826823336
110,0.017003400680136026,0.00015300015300015303,0.00042603002641171617,1.0043668789687503e-05,0.001405695232355523,0.016800000000000002,0.00040004000400040005,3.9059128098707104e-07,1.0711677916217736e-06,0.025956150072742726
111,0.03840768153630726,0.000111000111000111,3.5608508157011175e-05,2.7529905000088617e-06,0.00019108572326961628,0.0378,0.0011001100110011,1.7576607644418197e-06,3.95501804152027e-06,0.050785237977171035
112,0.0605121024204841,0.000198000198000198,0.0002076894005489444,1.1277767979346648e-05,0.0006511784820574633,0.056,0.0047004700470047005,2.929434607403033e-07,2.68005930645227e-07,0.02914976015695494
113,0.033106621324264854,9.3000093000093e-05,0.000267752058802586,1.202772056383182e-05,0.0009134218559618484,0.031200000000000002,0.0021002100210021,3.222378068143336e-06,1.257154663387646e-05,0.05061357319852991
114,0.001200240048009602,3.0000030000030005e-05,0.0020393584039824267,6.0755652413988675e-05,0.00699965280962176,0.0012000000000000001,0.00020002000200020003,9.764782024676776e-08,1.234050637730759e-08,0.029965809001078654
115,0.0072014402880576115,3.9000039000039003e-05,0.0029454814943836193,3.3985193069074915e-05,0.008011467108624734,0.0071,0.00030003000300030005,1.9529564049353552e-07,3.1784217627684006e-07,0.03259930432428825
116,0.00020004000800160032,1.2000012000012e-05,0.045710863109702314,0.00021851150113518615,0.11124269590053325,0.0002,0.00020002000200020003,1.5623651239482842e-06,5.537111521045548e-07,0.015513851037640303
117,0.007501500300060012,4.8000048000048e-05,0.004483254522335121,0.0044483390083384575,0.006403697249990173,0.0073,0.00040004000400040005,1.1717738429612131e-06,4.049687536783693e-06,0.0325607794308518
118,0.0049009801960392075,1.5000015000015002e-05,0.0021886749128604936,3.933928493805766e-05,0.0070550558779986115,0.004,0.0012001200120012002,9.764782024676776e-07,1.1529133967876135e-06,0.01556494924825759
119,0.00010002000400080016,0.0,5.9284226457087386e-05,5.9284226457087386e-05,1.7277634388879428e-05,0.0002,0.00010001000100010001,9.764782024676776e-07,3.6969567468779553e-07,0.015654559872592053
120,0.00010002000400080016,0.0,1.0879059010379848e-05,1.0879059010379848e-05,1.3461815609155346e-05,0.0002,0.00010001000100010001,1.9529564049353552e-07,1.5513779445758114e-07,0.01564644805505603
121,0.024204840968193638,8.400008400008401e-05,0.0004967059376964265,3.3918741574247115e-05,0.001477245928701508,0.0234,0.001000100010001,9.764782024676776e-08,1.6519521359953622e-07,0.02648003620865754
122,0.0011002200440088019,1.5000015000015002e-05,5.107272031050923e-06,2.1834062586277177e-06,7.926421842860324e-06,0.0011,0.00020002000200020003,0.0,3.6140054390686514e-07,0.019318655373893486
123,0.018103620724144828,7.5000075000075e-05,1.4353522882804823e-05,4.082020396564864e-06,4.040182373210005e-05,0.018000000000000002,0.00030003000300030005,1.8553085846885874e-06,5.949524716376374e-06,0.043807933001878234
124,0.0016003200640128026,0.000492000492000492,2.211885470696775e-06,9.208278568995158e-07,6.780038518479699e-06,0.0016,0.00020002000200020003,9.764782024676776e-08,2.1155153789670155e-08,0.017443908263705083
125,0.00020004000800160032,0.0,2.6533132577671618e-05,2.5887603770772986e-05,2.847943715854154e-05,0.00030000000000000003,0.00010001000100010001,4.78474319209162e-06,3.5258589649450255e-06,0.02829760748493628
126,0.014402880576115223,0.000123000123000123,0.0021185970650292336,1.3508639591422795e-05,0.0050979830204252756,0.013800000000000002,0.0015001500150015003,0.0,7.625257654854442e-08,0.041660709940654884
127,0.05631126225245049,0.000174000174000174,0.0001984431496971905,8.82855574140773e-06,0.0006531764644228124,0.055400000000000005,0.0011001100110011,2.929434607403033e-07,9.32267653817047e-07,0.021303536006782482
128,0.0678135627125425,0.000207000207000207,0.0007416556407023873,8.76874939606271e-05,0.0019619859289635383,0.054200000000000005,0.013901390139013902,9.764782024676776e-07,1.1754388346287829e-06,0.023518336747940526
129,0.0009001800360072013,0.00011400011400011402,5.325612656913695e-06,2.012530986213375e-06,1.2692101091356924e-05,0.0009000000000000001,0.00020002000200020003,1.9529564049353552e-07,2.644394223708769e-07,0.02664522401298914
130,0.123624724944989,0.00036000036000036,0.00033666225893901476,2.167268038455252e-05,0.0008491752590826313,0.1206,0.0033003300330033004,0.000266578549273676,4.5450934599685823e-05,0.011397671465337128
131,0.08781756351270255,0.00021000021000021,0.00028895008565265424,9.588001396582587e-06,0.00098222123232932,0.0814,0.010001000100010001,2.6364911466627295e-06,4.429644929750076e-06,0.07896667175527221
132,0.04270854170834167,0.00031800031800031806,1.307195833969725e-05,3.1232202569066054e-06,3.784702660919465e-05,0.0388,0.004100410041004101,9.764782024676776e-08,1.0727038916324698e-07,0.022198250761426674
133,0.043208641728345674,0.000417000417000417,1.983102467075349e-05,8.42984677244093e-06,5.196391840371035e-05,0.042800000000000005,0.0012001200120012002,0.0,7.128719751468646e-08,0.01569022067045233
134,0.014902980596119225,9.000009000009e-05,6.56635699605562e-05,5.050313606912809e-06,0.00022433083967665437,0.014400000000000001,0.0007000700070007,8.788303822209098e-07,3.19615736895684e-06,0.03581132199444759
135,0.20434086817363473,0.0007230007230007231,1.1021455070725133e-05,2.8004558534572906e-06,3.7011804472860196e-05,0.19240000000000002,0.012901290129012902,3.486027182809609e-05,0.00015428835628196482,0.042516544129862964
136,0.02560512102420484,0.00015000015000015,0.000265910403088787,1.3299792036249707e-05,0.0008144725981631664,0.020200000000000003,0.0056005600560056,1.572129905972961e-05,1.2110500190596186e-05,0.016104528631174786
137,0.24754950990198038,0.000888000888000888,5.866717686225781e-06,2.6105944396635757e-06,1.3461815609155346e-05,0.2361,0.0121012101210121,1.7674255464664966e-05,7.146271980059303e-05,0.04422930448371667
138,0.0035007001400280055,5.700005700005701e-05,0.0002801595021940053,4.860452193119094e-06,0.0012102860062625283,0.003,0.0007000700070007,7.811825619741421e-07,8.893563371196627e-07,0.033567306230440574
